kmedian,parmedian,public,private,ivyplus,otherelite,hselective,selective,northeast,midwest,west,pctfemale,pctkmarried
49900,99600,0,1,0,0,0,1,1,0,0,64.372468,55.356848
23500,32000,0,1,0,0,0,1,0,0,0,59.337348,15.624905
36000,81400,0,1,0,0,0,1,0,0,0,59.808612,62.659401
22700,44500,0,0,0,0,0,0,0,0,1,88.720262,40.590343
23300,52200,0,0,0,0,0,0,0,0,1,77.04348,47.37606
40900,75300,1,0,0,0,0,1,0,1,0,47.997478,69.063509
43500,131900,0,1,0,0,1,0,0,0,1,61.979169,47.573745
24500,48500,0,0,0,0,0,0,0,0,1,36.789298,34.60218
14200,38900,0,0,0,0,0,0,0,0,0,84.807259,39.269525
18800,29100,0,0,0,0,0,0,1,0,0,65.72327,17.339855
41000,94200,1,0,0,0,0,1,1,0,0,49.891067,57.570136
45900,113300,0,1,0,0,0,1,0,0,1,59.933555,73.149639
32800,79200,0,1,0,0,0,1,1,0,0,63.269639,50.5162
29700,59500,1,0,0,0,0,1,0,0,0,56.162578,48.806009
62000,161600,0,1,0,1,0,0,0,0,1,49.63899,53.814775
37200,86900,1,0,0,0,0,1,0,0,1,57.711154,51.88871
36800,57800,0,0,0,0,0,0,1,0,0,65.40404,40.314701
34800,45500,1,0,0,0,0,1,0,0,0,53.512281,21.562414
33200,96100,0,1,0,0,0,0,1,0,0,54.695338,37.531036
43900,118100,0,1,0,0,0,1,0,0,0,56.723714,72.028774
90700,218100,0,1,1,0,0,0,1,0,0,48.08566,59.495795
66300,139300,0,1,0,0,1,0,1,0,0,58.185118,66.16829
48800,103200,1,0,0,0,0,1,0,1,0,45.901701,65.345287
38300,99700,0,1,0,0,0,1,0,0,0,77.188331,64.001471
39600,84000,0,1,0,0,0,1,0,1,0,56.542057,68.771547
60000,127000,0,1,0,0,1,0,1,0,0,61.958855,62.135905
43500,101700,1,0,0,0,0,1,0,0,0,61.562765,62.968183
49600,106400,1,0,0,0,1,0,1,0,0,57.483315,53.628469
51200,121700,0,1,0,0,0,1,0,0,0,51.323831,69.598776
37400,107300,0,1,0,0,0,1,0,0,0,99.604744,53.184575
45600,81900,0,1,0,0,0,0,0,1,0,4.6052631,57.431048
36900,121900,0,1,0,1,0,0,0,0,1,54.603857,47.278172
45200,86900,0,1,0,0,0,1,1,0,0,99.315071,49.164632
47600,121400,0,1,0,0,0,1,0,0,1,59.295261,58.679026
31100,101500,0,1,0,0,0,1,0,0,0,51.862466,54.619956
84100,114200,0,1,0,1,0,0,1,0,0,24.807158,58.296639
41300,82700,1,0,0,0,0,1,1,0,0,67.198837,54.245234
37800,142800,0,1,0,0,0,0,1,0,0,63.157892,37.237072
52000,164400,0,1,0,0,1,0,0,0,0,56.793743,62.773508
76700,149200,0,1,0,1,0,0,0,0,0,47.732067,59.838897
48600,92700,1,0,0,0,0,1,1,0,0,57.658643,58.718365
51600,102100,0,1,0,0,0,1,1,0,0,55.847567,58.654559
33600,97000,0,1,0,0,0,0,0,0,0,45.300752,46.324903
45600,92100,0,1,0,0,0,1,0,1,0,53.095973,66.116375
46300,111800,0,1,0,0,0,1,0,0,0,61.405033,61.510849
48300,83600,0,1,0,0,0,1,1,0,0,43.260187,56.149328
30400,44800,0,1,0,0,0,0,0,1,0,65.992647,34.229666
34600,72600,0,1,0,0,0,1,1,0,0,65.960664,70.762569
62400,95700,0,1,0,0,0,1,1,0,0,30.209047,52.980506
48400,107300,0,1,0,0,0,1,0,1,0,54.400003,63.571829
38800,72600,0,1,0,0,0,1,0,0,1,51.870322,59.977025
50800,111600,0,1,0,0,0,1,1,0,0,52.450472,56.235588
31300,66500,1,0,0,0,0,1,0,0,0,57.548475,57.906514
42800,120800,0,1,0,0,1,0,0,0,0,59.917015,54.548091
37000,73500,0,1,0,0,0,1,0,1,0,66.982621,44.563264
83600,109500,0,1,0,1,0,0,0,1,0,20.248447,67.373663
51200,102400,1,0,0,0,0,1,1,0,0,54.155123,60.517949
22500,33000,0,1,0,0,0,1,0,0,0,59.025788,16.485083
58400,101000,1,0,0,0,1,0,1,0,0,54.075348,54.674983
57300,114500,0,1,0,0,0,1,1,0,0,56.754714,60.263324
35300,77900,0,1,0,0,0,1,1,0,0,81.325299,51.02998
40000,86500,1,0,0,0,0,1,0,1,0,56.382608,66.311318
48500,99200,0,1,0,0,0,1,0,1,0,55.087209,70.503324
59000,109700,0,1,0,0,0,1,1,0,0,56.209153,64.512104
23600,35100,0,1,0,0,0,0,0,1,0,72.596157,33.019233
26800,38800,0,1,0,0,0,1,0,0,0,52.82523,20.273936
53000,70500,0,1,0,0,0,1,1,0,0,55.200732,47.471333
51300,80200,0,1,0,0,0,1,1,0,0,58.490568,68.875158
46500,88200,0,1,0,0,0,1,1,0,0,56.915885,61.460036
27600,67800,1,0,0,0,0,1,0,0,0,55.04669,48.16778
66600,114300,0,1,0,0,0,1,0,1,0,0.37369209,70.965993
58900,69200,0,1,0,0,0,1,1,0,0,56.248236,48.702067
61200,96700,0,1,0,0,0,1,1,0,0,76.607281,65.575022
43200,94000,0,1,0,0,0,1,0,1,0,53.153151,69.097096
38000,77000,0,1,0,0,0,1,1,0,0,65.312046,61.345434
62400,144500,0,1,0,0,0,1,1,0,0,53.453571,63.641012
38000,57300,0,1,0,0,0,1,0,0,0,49.039385,50.968367
123600,92500,0,1,0,0,0,0,0,1,0,61.454546,75.29943
57100,119700,0,1,0,0,0,1,0,1,0,54.79908,65.712422
43100,130600,0,1,0,0,0,1,0,1,0,99.630314,68.728763
55200,110500,0,1,0,0,0,1,0,0,1,60.431653,54.684269
49700,76700,0,1,0,0,0,1,0,0,0,59.81735,57.456702
45100,105900,0,1,0,0,0,1,0,1,0,55.982906,63.550103
49500,119100,0,1,0,0,0,1,1,0,0,54.957509,61.028093
47100,106700,0,1,0,0,0,1,0,1,0,59.837878,68.649191
48600,124700,0,1,0,0,1,0,0,1,0,58.606172,67.580199
45500,59700,0,1,0,0,0,1,1,0,0,48.771408,44.284081
35300,37500,0,1,0,0,0,1,0,0,0,56.800002,38.178521
47600,90200,0,1,0,0,0,1,1,0,0,51.447368,66.334718
44500,82800,0,1,0,0,0,1,0,1,0,66.694283,58.140415
32500,84200,0,1,0,0,0,1,0,0,0,98.833817,54.392195
42400,87100,1,0,0,0,0,1,1,0,0,63.075656,54.576701
49700,117500,0,1,0,0,0,1,1,0,0,67.346936,58.133811
43000,84000,1,0,0,0,0,1,0,0,0,58.954275,59.535474
40800,131000,0,1,0,0,0,1,0,0,0,61.919832,77.055091
51000,100500,1,0,0,0,0,1,0,0,1,58.817393,54.928756
45800,87200,1,0,0,0,0,1,0,0,1,61.682242,43.866751
56500,91700,1,0,0,0,0,1,0,0,1,50.756073,50.8681
21900,50600,0,0,0,0,0,0,0,1,0,73.920703,33.499491
24200,49700,0,0,0,0,0,0,0,0,0,56.933486,29.052219
17100,39400,0,0,0,0,0,0,0,0,1,85.329342,40.133262
72500,149900,0,1,0,0,1,0,0,0,1,55.001682,61.054605
30300,66400,1,0,0,0,0,1,0,0,0,51.570642,46.646923
32900,90200,0,0,0,0,0,0,0,0,1,50.349653,36.691275
34300,146500,0,1,0,0,1,0,1,0,0,73.170733,36.256689
32400,114900,0,1,0,0,0,0,0,0,0,46.066177,40.32625
29400,45400,1,0,0,0,0,1,0,0,0,52.008033,27.794608
29900,61100,0,0,0,0,0,0,0,0,0,15.03268,30.534223
25500,105800,0,1,0,0,0,0,0,1,0,61.876482,37.40305
37400,95200,0,0,0,0,0,0,1,0,0,48.340639,39.543951
39600,82300,0,1,0,0,0,1,0,0,0,56.174332,57.976621
46400,126300,0,1,0,1,0,0,0,0,1,99.459457,54.493582
27800,71800,1,0,0,0,0,1,0,0,1,58.443671,33.638021
39100,104200,0,1,0,0,0,1,0,0,1,66.996509,73.375297
55400,105700,0,1,0,0,0,1,0,0,1,62.2293,55.315942
29300,63100,1,0,0,0,0,1,0,0,0,51.67653,44.812784
56900,100900,0,1,0,0,0,1,1,0,0,51.865304,50.783449
33800,62900,0,1,0,0,0,1,1,0,0,84.25197,54.942012
24200,37800,0,1,0,0,0,1,0,0,0,48.820326,19.834816
35300,61800,1,0,0,0,0,1,0,1,0,55.079007,61.649734
41200,100000,0,1,0,0,0,1,0,0,0,54.527164,57.055336
37900,83400,1,0,0,0,0,1,0,0,0,55.528498,58.119011
47500,93000,1,0,0,0,0,1,1,0,0,53.962898,67.126411
37400,84000,0,1,0,0,0,1,0,0,0,65.360504,66.084617
61100,116800,0,1,0,0,0,1,1,0,0,53.573263,66.079527
37100,87000,0,1,0,0,0,1,0,1,0,63.352829,60.820341
50900,89800,0,1,0,0,0,1,1,0,0,98.751736,58.543897
48800,80800,0,1,0,0,0,1,0,1,0,58.924729,75.015962
27800,72700,0,1,0,0,0,1,0,0,1,63.975155,76.154375
47500,175400,0,1,0,0,1,0,1,0,0,58.233172,51.581872
40600,79200,1,0,0,0,0,1,1,0,0,57.662541,65.086353
46600,114900,0,1,0,0,1,0,1,0,0,99.381328,50.138235
24300,76900,1,0,0,0,0,1,0,0,1,54.505497,79.07837
46400,113700,1,0,0,0,0,1,0,0,1,65.846491,55.822396
33500,42000,1,0,0,0,0,1,0,0,0,55.852485,26.261267
26600,44400,1,0,0,0,0,1,0,0,0,53.615957,48.078376
29200,62900,1,0,0,0,0,1,0,0,0,52.441859,48.487431
32600,61600,1,0,0,0,0,1,0,0,1,42.214534,38.109297
27500,23900,1,0,0,0,0,1,0,0,0,52.037561,38.526481
22700,40700,0,0,0,0,0,0,0,0,0,75.649351,37.247777
38500,85200,1,0,0,0,0,1,0,1,0,58.665735,65.591794
34000,72700,1,0,0,0,0,1,0,0,0,58.567673,52.056783
34100,58700,1,0,0,0,0,1,0,0,0,50.475585,61.938673
33400,67000,0,1,0,0,0,1,0,0,0,53.757226,70.622164
42700,80500,0,1,0,0,0,1,0,0,0,56.267411,62.534988
35300,60500,1,0,0,0,0,1,0,0,0,54.274082,55.880272
43400,91300,1,0,0,0,0,1,1,0,0,57.690543,48.317012
42000,87300,1,0,0,0,0,1,0,1,0,46.276399,54.960293
41400,87400,1,0,0,0,0,1,0,1,0,57.201391,63.231206
55400,176400,0,1,0,0,1,0,0,0,0,54.548001,58.849925
41500,83000,0,1,0,0,0,1,0,0,0,51.334703,72.733039
42700,85800,0,1,0,0,0,1,1,0,0,50.821829,55.795521
34400,84400,1,0,0,0,0,1,0,0,1,56.656808,53.63065
54800,92400,1,0,0,0,0,1,0,0,0,15.176909,56.924075
34200,38600,1,0,0,0,0,1,0,0,0,55.626732,21.273299
27300,32100,1,0,0,0,0,1,0,0,0,61.509436,16.886793
28700,81700,1,0,0,0,0,1,0,0,1,58.900952,77.956837
15700,84500,0,1,0,0,0,0,0,0,0,59.728509,78.086853
31500,72000,0,1,0,0,0,1,0,1,0,60.6264,73.558074
18900,40900,0,0,0,0,0,0,0,0,0,66.90442,30.817133
37100,66100,0,1,0,0,0,1,0,0,0,51.020408,62.882984
32400,70400,0,1,0,0,0,0,0,0,0,53.448278,70.723516
42600,71300,0,1,0,0,0,1,0,1,0,43.459916,63.350689
37300,61700,1,0,0,0,0,1,0,0,0,57.312423,67.798269
50000,130600,0,1,0,0,1,0,0,0,0,57.770634,64.183152
49300,62100,0,0,0,0,0,0,0,0,0,8.7030716,59.114587
49800,84500,0,1,0,0,0,1,0,0,0,99.508774,32.187304
35500,81800,0,1,0,0,0,1,0,1,0,62.225705,72.245246
45100,107000,0,1,0,0,0,1,0,0,0,59.79827,61.32676
55500,105300,0,1,0,0,0,1,1,0,0,48.819742,59.201908
52000,103300,0,1,0,0,0,1,1,0,0,50.583243,57.125866
28500,49400,0,1,0,0,0,0,0,0,0,62.5,58.139205
41500,84800,0,1,0,0,0,1,0,1,0,98.728812,60.108846
42600,101100,0,1,0,0,0,1,0,0,0,57.104558,49.688423
34500,110900,0,1,0,0,1,0,0,0,0,47.513813,49.136436
49400,108400,0,1,0,0,1,0,1,0,0,53.267044,56.422293
29600,60900,1,0,0,0,0,1,0,0,0,55.269355,43.100587
84800,172600,0,1,1,0,0,0,0,0,1,50.714445,54.568028
27700,62400,1,0,0,0,0,1,0,0,0,55.38972,43.848246
56300,98000,1,0,0,0,0,1,1,0,0,50.775719,52.217847
52700,95300,1,0,0,0,0,1,1,0,0,46.327883,56.418443
44200,85600,1,0,0,0,0,1,1,0,0,39.14969,42.007616
46300,91900,1,0,0,0,0,1,1,0,0,64.093429,51.628375
60100,73600,1,0,0,0,1,0,1,0,0,49.581456,47.865036
44600,91400,1,0,0,0,0,1,1,0,0,59.097862,56.725562
39400,83800,1,0,0,0,0,1,1,0,0,61.796534,58.17343
51300,78000,1,0,0,0,0,1,1,0,0,45.774648,59.397799
41900,89300,1,0,0,0,0,1,0,0,0,59.569466,59.920651
32900,94500,0,1,0,0,0,1,0,1,0,95.999998,53.839111
35000,71600,0,1,0,0,0,1,0,1,0,53.821653,69.550425
44500,98300,0,1,0,0,0,1,0,0,0,55.888975,59.183782
23200,61000,0,1,0,0,0,0,0,0,1,65.06024,57.358158
92100,96000,0,1,0,0,1,0,1,0,0,25.8248,59.24843
55200,99000,0,1,0,0,0,1,0,0,0,70.458335,66.117537
29600,37200,0,1,0,0,0,1,0,0,0,51.773047,20.755719
64500,123800,0,1,0,0,0,1,1,0,0,58.512717,64.808553
34200,52700,0,0,0,0,0,0,0,0,0,59.053832,32.198945
47600,88100,0,1,0,0,0,1,1,0,0,59.149724,49.45645
37100,45000,1,0,0,0,0,1,0,0,0,44.509345,52.143162
27700,60900,0,0,0,0,0,0,0,0,0,53.769994,45.836714
44000,94300,1,0,0,0,0,1,1,0,0,60.438412,64.431745
43500,86800,1,0,0,0,0,1,1,0,0,58.733332,63.364959
38400,77700,1,0,0,0,0,1,1,0,0,63.069475,53.632516
50600,94500,1,0,0,0,0,1,1,0,0,60.479039,63.946134
51500,107400,1,0,0,0,1,0,1,0,0,64.848125,66.46446
39200,48400,1,0,0,0,0,1,1,0,0,61.885792,33.014035
45900,92700,1,0,0,0,0,1,1,0,0,60.468799,54.469556
45200,85900,1,0,0,0,0,1,1,0,0,55.968404,57.279271
36200,103100,1,0,0,0,0,1,1,0,0,54.685575,37.206349
34200,71700,1,0,0,0,0,1,1,0,0,39.403552,47.870165
30700,54000,1,0,0,0,0,1,1,0,0,39.360082,42.804718
38400,66700,1,0,0,0,0,1,1,0,0,26.29723,51.33332
30300,52600,1,0,0,0,0,1,1,0,0,40.577507,46.526378
34400,63600,1,0,0,0,0,1,1,0,0,39.236546,45.186087
39000,76000,1,0,0,0,0,1,1,0,0,44.645798,47.361469
90500,103800,1,0,0,0,0,1,1,0,0,13.333334,60.42431
49700,89900,1,0,0,0,0,1,1,0,0,44.272447,59.346414
52900,113300,0,1,0,0,0,1,1,0,0,57.315236,66.306734
56700,135900,0,1,0,1,0,0,1,0,0,52.717948,51.523697
39000,109900,0,1,0,0,0,1,0,0,0,99.481863,54.520142
61100,119700,0,1,0,0,1,0,1,0,0,55.216485,54.729086
32800,74000,0,1,0,0,0,1,0,1,0,45.28302,76.064676
41000,75900,1,0,0,0,0,1,0,0,0,52.602357,69.047302
34200,102100,0,1,0,0,0,1,0,1,0,54.199773,76.109856
46700,82700,1,0,0,0,0,1,1,0,0,59.55506,47.447142
36200,52600,1,0,0,0,0,1,0,0,0,61.925602,28.798807
39700,78400,1,0,0,0,0,1,0,0,0,45.995894,68.043751
36300,71800,0,1,0,0,0,1,0,0,0,66.564417,68.136925
42800,35400,1,0,0,0,0,1,0,0,0,61.046511,49.03383
59400,119400,1,0,0,0,1,0,0,0,0,51.724946,72.902215
38000,72800,1,0,0,0,0,1,0,0,0,53.730512,60.073853
43400,81700,1,0,0,0,0,1,0,0,0,60.050571,58.638573
39800,47700,1,0,0,0,0,1,0,0,0,43.98542,49.503097
52200,142700,0,1,0,0,1,0,0,0,0,59.044099,68.125921
47600,92800,0,1,0,0,0,1,0,0,0,54.934824,67.613995
27700,36300,1,0,0,0,0,1,0,0,0,49.746042,16.192685
44000,100900,1,0,0,0,0,1,0,0,0,58.667696,60.760945
48800,110300,1,0,0,0,0,1,0,0,0,48.786646,66.575867
42000,62800,0,1,0,0,0,1,0,0,0,62.096775,51.739711
40200,82600,1,0,0,0,0,1,0,0,0,96.236557,55.806196
36300,69500,0,1,0,0,0,1,1,0,0,49.271524,60.255367
37500,79300,1,0,0,0,0,1,1,0,0,49.401197,69.504958
38000,60700,0,1,0,0,0,1,1,0,0,48.275861,63.090479
45600,89700,0,1,0,0,0,1,0,0,0,43.366879,68.076438
38400,75400,0,1,0,0,0,1,0,1,0,41.577062,54.42614
45200,98300,0,1,0,0,0,1,0,0,0,56.666666,66.240519
34000,79400,0,1,0,0,0,1,0,0,0,56.955808,71.782333
50800,83700,0,1,0,0,0,1,0,1,0,32.167831,72.922248
37800,92700,0,1,0,0,0,1,0,1,0,63.265306,73.882031
67300,198000,0,1,0,0,1,0,1,0,0,48.580787,50.442004
33700,86400,0,1,0,0,0,1,0,1,0,54.054052,75.025427
58100,153200,0,1,0,0,1,0,0,0,0,50.831354,62.086594
38200,65400,0,1,0,0,0,0,1,0,0,90.303028,56.921661
35800,64400,1,0,0,0,0,1,0,0,0,54.307115,56.60482
32200,103100,0,1,0,0,0,0,0,0,0,44.396552,56.884831
46400,104700,1,0,0,0,0,1,0,1,0,59.582245,70.734173
73100,187900,0,1,0,1,0,0,1,0,0,54.974449,58.737248
37100,67600,0,1,0,0,0,1,0,0,0,41.534391,54.885477
38900,54400,0,1,0,0,0,1,0,0,0,57.844388,30.835351
66600,134700,0,1,0,0,1,0,1,0,0,49.793389,62.193918
38900,89300,0,1,0,0,0,1,0,0,0,63.349915,82.592905
15300,21200,0,1,0,0,0,0,1,0,0,1.3761468,94.151753
38100,80600,0,0,0,0,0,0,0,0,1,15.024631,42.786416
35700,74300,1,0,0,0,0,1,0,1,0,50.390828,54.306358
44300,106100,1,0,0,0,0,1,0,0,0,54.905641,62.557709
38100,74600,1,0,0,0,0,1,0,0,0,60.29126,49.367833
45800,91300,1,0,0,0,0,1,0,0,0,49.869043,61.150283
35300,85000,1,0,0,0,0,1,0,0,1,53.270841,52.311498
45800,93400,1,0,0,0,0,1,0,0,0,50.233305,65.144235
27800,58400,1,0,0,0,0,1,0,0,0,54.043865,55.79021
30900,62900,1,0,0,0,0,1,0,0,0,59.017074,48.153365
31400,58800,1,0,0,0,0,1,0,0,0,53.527606,53.768307
28200,35400,1,0,0,0,0,1,0,0,0,51.620114,19.208598
31900,56600,0,1,0,0,0,1,1,0,0,61.9403,36.047974
67900,114700,1,0,0,0,1,0,0,0,1,53.369856,49.893191
61600,109400,1,0,0,0,0,1,0,0,1,58.041376,56.190777
60400,92100,1,0,0,0,1,0,0,0,1,52.984691,50.187969
65800,105500,1,0,0,1,0,0,0,0,1,56.020278,50.893259
52800,75000,1,0,0,0,0,1,0,0,1,55.040181,50.917256
65300,111300,1,0,0,0,1,0,0,0,1,53.971821,54.166245
58800,124000,1,0,0,0,1,0,0,0,1,56.352043,54.432124
46100,115400,1,0,0,0,0,1,0,0,1,56.711745,44.379935
38800,77200,1,0,0,0,0,1,0,0,0,59.309882,61.760318
46000,91200,1,0,0,0,0,1,0,0,0,54.534453,56.590831
38900,83800,1,0,0,0,0,1,0,1,0,53.526109,66.453302
37800,77500,1,0,0,0,0,1,0,0,0,58.657479,64.525205
38000,77700,0,1,0,0,0,1,0,0,0,63.966483,62.892014
61700,132000,0,1,1,0,0,0,0,1,0,50.837195,50.651628
39100,85200,1,0,0,0,0,1,0,1,0,49.907199,54.442739
48300,128200,1,0,0,0,0,1,0,0,1,51.252341,56.645828
56700,110300,1,0,0,0,1,0,1,0,0,54.140127,59.301078
44200,116700,0,1,0,0,0,1,0,0,0,59.691912,62.417471
57300,128400,0,1,0,0,0,1,0,1,0,51.89178,69.250166
57700,131400,1,0,0,0,0,1,0,0,0,59.043479,62.722343
51200,152000,0,1,0,0,0,1,0,0,1,52.865982,56.355536
45600,85200,0,1,0,0,0,1,0,1,0,53.631288,52.606511
41600,96700,0,1,0,0,0,1,0,1,0,62.664819,68.099409
39900,81800,0,1,0,0,0,1,0,1,0,59.743434,63.854963
56700,106100,1,0,0,0,1,0,0,0,0,55.907649,60.54576
49900,127400,1,0,0,0,1,0,0,0,0,58.411574,65.955752
47400,106300,0,1,0,0,0,1,1,0,0,49.659401,50.857264
35600,75200,1,0,0,0,0,1,0,0,1,52.249587,43.641827
45400,65700,1,0,0,0,0,1,0,0,0,55.881077,49.37464
41300,86600,1,0,0,0,0,1,0,0,1,48.020545,64.237285
59700,109000,1,0,0,0,1,0,0,1,0,51.503074,60.310549
40600,86100,0,1,0,0,0,1,0,1,0,64.23797,66.014224
52600,114700,1,0,0,0,0,1,0,1,0,55.351979,65.22004
47300,116600,1,0,0,0,0,1,0,1,0,53.551483,62.197393
40100,98800,1,0,0,0,0,1,0,0,0,51.194721,61.528373
48600,72300,0,1,0,0,0,1,0,0,1,63.200933,52.343291
39200,75800,1,0,0,0,0,1,0,0,0,55.266213,54.544735
35000,59700,1,0,0,0,0,1,0,0,0,62.067872,53.732902
39800,87400,1,0,0,0,0,1,0,0,0,52.718574,58.415246
34300,72600,1,0,0,0,0,1,1,0,0,56.717867,55.241311
49800,79700,0,1,0,0,0,1,0,1,0,61.317569,76.345414
40100,83700,0,1,0,0,0,1,0,0,0,61.818182,69.769478
50000,133800,1,0,0,0,0,1,0,0,0,69.395465,66.125917
53500,102800,1,0,0,0,1,0,0,0,0,55.826402,51.65112
40100,53900,1,0,0,0,0,1,0,0,0,33.891153,52.660525
51700,100000,1,0,0,0,0,1,1,0,0,51.549858,54.373878
36100,83000,1,0,0,0,0,1,0,0,0,57.744789,48.507318
54800,110100,0,1,0,1,0,0,0,0,0,56.169146,48.479277
68700,156100,1,0,0,0,1,0,0,1,0,51.844788,59.349805
50200,105200,1,0,0,0,0,1,0,1,0,50.64255,59.465629
38700,94500,1,0,0,0,0,1,0,1,0,63.396007,62.214154
48800,101600,1,0,0,0,1,0,0,1,0,52.511138,62.610161
43300,109100,1,0,0,0,0,1,0,0,0,51.830286,64.084941
48800,103000,1,0,0,0,0,1,0,1,0,51.824635,64.68268
31300,77600,0,1,0,0,0,1,0,0,0,63.588393,66.848719
34600,82400,1,0,0,0,0,1,0,0,1,52.602381,55.552334
32200,59700,1,0,0,0,0,1,0,0,1,52.871621,64.45362
34900,87700,1,0,0,0,0,1,0,0,0,70.107961,61.203992
38100,57100,0,1,0,0,0,1,0,0,0,50.215518,57.902265
44100,83400,0,1,0,0,0,1,0,1,0,56.684142,68.193728
45200,89400,1,0,0,0,0,1,0,1,0,51.738536,68.910116
41500,90400,1,0,0,0,0,1,0,0,1,54.300064,49.966329
45900,103500,1,0,0,0,0,1,0,0,1,54.097253,58.255136
48100,89600,0,1,0,0,0,1,1,0,0,75,59.141123
49100,109900,1,0,0,0,0,1,1,0,0,58.09049,61.513877
49800,84900,0,1,0,0,0,1,1,0,0,40.43977,51.93671
34900,73900,1,0,0,0,0,1,0,0,1,57.00525,49.551368
36500,66400,1,0,0,0,0,1,0,0,0,55.952781,44.694382
36000,80300,1,0,0,0,0,1,0,0,0,57.775021,64.542055
36500,90600,1,0,0,0,0,1,0,0,0,56.408542,55.898976
54200,129500,1,0,0,1,0,0,0,0,0,61.003566,63.26949
42700,92300,1,0,0,0,0,1,0,0,0,55.613047,59.514904
36800,88700,1,0,0,0,0,1,0,0,0,69.92386,56.667459
33100,63600,1,0,0,0,0,1,0,0,0,53.836894,49.25535
41700,106500,1,0,0,0,0,1,0,0,0,62.080002,59.900403
32000,106800,1,0,0,0,0,1,0,0,0,41.794312,41.158786
49400,90000,1,0,0,0,0,1,0,1,0,47.278208,67.548597
42400,88900,1,0,0,0,0,1,0,0,0,59.247506,59.389329
40700,96300,1,0,0,0,0,1,0,0,0,62.399596,68.437022
42000,98700,1,0,0,0,0,1,0,0,0,57.823056,56.150842
40900,99000,1,0,0,0,0,1,0,0,1,58.478504,64.077163
45800,88700,1,0,0,0,0,1,0,1,0,59.697509,73.745334
32800,79700,0,1,0,0,0,1,0,1,0,62.457913,76.89274
78800,165400,0,1,0,1,0,0,0,1,0,46.675828,67.53
47200,98500,1,0,0,0,0,1,0,0,0,49.654567,64.282191
43700,108700,1,0,0,0,0,1,0,0,1,55.445677,55.314064
91800,175300,0,1,1,0,0,0,1,0,0,49.685818,58.600765
35200,56000,0,0,0,0,0,0,0,0,1,53.35145,50.94431
32000,57400,0,1,0,0,0,1,0,0,0,55.086374,58.478713
48900,91200,1,0,0,0,1,0,1,0,0,53.796375,60.000378
56100,117600,0,1,0,0,0,1,0,0,1,59.042883,66.868776
51400,129700,0,1,0,0,1,0,0,0,1,60.011375,57.345718
47700,108400,0,1,0,0,0,1,0,0,1,57.885903,56.49572
53400,105900,1,0,0,0,0,1,1,0,0,55.134767,57.561028
69600,180600,0,1,0,1,0,0,0,0,0,51.417768,66.693622
27900,60300,0,1,0,0,0,1,0,1,0,57.249767,59.015089
62000,129200,0,1,0,1,0,0,1,0,0,45.448416,57.124299
38600,83700,0,1,0,0,0,1,0,1,0,63.21094,68.92966
48500,91600,0,1,0,0,0,1,0,1,0,62.591434,66.536272
45800,86600,0,1,0,0,0,1,1,0,0,99.546486,52.178866
48600,90600,0,1,0,0,0,1,0,0,0,64.544141,52.544707
57400,122900,0,1,0,0,0,1,0,1,0,52.997363,67.593151
61200,139300,0,1,0,0,1,0,0,0,1,64.205819,58.574003
56900,106900,0,1,0,0,0,1,0,0,1,66.355139,48.220393
28400,59400,1,0,0,0,0,1,0,0,0,60.186625,56.930727
60000,120200,0,1,0,0,0,1,1,0,0,57.036453,65.840173
42600,78600,0,1,0,0,0,1,0,1,0,53.246754,82.188666
36700,76700,1,0,0,0,0,1,0,0,0,60.879284,56.066066
39600,85400,1,0,0,0,0,1,0,0,0,58.188897,56.708586
39600,71600,1,0,0,0,0,1,0,1,0,52.128643,67.618221
42400,80500,1,0,0,0,0,1,0,0,0,59.622711,55.096859
63700,120100,0,1,0,1,0,0,0,0,1,50.873554,50.037253
35400,83700,1,0,0,0,0,1,0,1,0,56.993008,63.254517
37200,76700,1,0,0,0,0,1,0,0,0,61.113393,56.439006
44700,92900,0,1,0,0,0,1,0,0,0,62.253696,50.051349
42000,99200,1,0,0,0,0,1,0,0,0,54.312623,62.256122
39300,31700,1,0,0,0,0,1,0,0,0,55.733901,45.201543
46500,83600,1,0,0,0,0,1,0,0,0,53.571427,57.149899
57900,125100,1,0,0,0,1,0,0,0,0,51.875508,59.126681
29800,26400,1,0,0,0,0,1,0,0,0,55.944747,42.932925
57100,100800,1,0,0,0,1,0,0,0,0,43.134716,57.260406
38400,42400,1,0,0,0,0,1,0,0,0,52.431458,47.65313
43000,74300,1,0,0,0,0,1,0,0,0,54.766494,53.51193
40600,80500,1,0,0,0,0,1,0,0,0,65.145987,69.532216
43300,64200,1,0,0,0,0,1,0,0,0,58.374387,62.275636
28700,100600,0,1,0,0,0,0,1,0,0,52.395672,39.312306
36000,67000,0,1,0,0,0,1,0,0,0,50.472587,67.29756
30100,40000,1,0,0,0,0,1,0,0,0,63.775027,14.535612
40200,69900,0,1,0,0,0,1,0,0,0,69.021738,49.943516
40300,72600,0,1,0,0,0,1,0,0,0,48.598132,61.283273
59000,96500,0,1,0,0,0,1,0,0,1,60.280627,59.446138
102700,95300,0,1,0,0,0,1,1,0,0,66.343039,64.841211
46600,174200,0,1,0,0,1,0,0,0,0,54.653466,67.054856
41400,85200,1,0,0,0,0,1,0,1,0,48.946288,58.522171
46400,93600,0,1,0,0,1,0,0,0,0,55.98377,60.456246
41400,107400,1,0,0,0,0,1,0,0,1,50.647098,68.988663
