kmedian,parmedian,public,private,ivyplus,otherelite,hselective,selective,northeast,midwest,west,pctfemale,pctkmarried
15800,35100,0,0,0,0,0,0,0,0,0,80.748665,22.519137
34100,68500,1,0,0,0,0,1,0,0,0,61.019111,50.037467
29500,102500,0,1,0,0,0,1,0,1,0,62.348557,69.340795
57800,162900,0,1,0,1,0,0,1,0,0,48.954985,57.183206
44000,85300,0,1,0,0,0,1,0,1,0,52.052981,71.523273
39100,86300,0,1,0,0,0,1,1,0,0,49.68102,51.303923
40100,65800,0,1,0,0,0,0,0,1,0,62.666667,52.510393
34500,77500,0,1,0,0,0,1,0,0,0,54.565215,76.035464
37900,71100,0,1,0,0,0,1,0,0,1,69.294608,78.36647
35000,82200,0,1,0,0,0,1,0,1,0,56.08108,63.73685
28700,80400,0,0,0,0,0,0,0,0,0,11.588331,35.598376
48100,156700,0,1,0,0,1,0,0,0,0,56.217349,69.398355
21000,71200,0,1,0,0,0,0,0,0,0,53.191489,32.610452
49000,83300,0,1,0,0,0,1,1,0,0,59.756923,65.811163
37200,84800,0,1,0,0,0,1,0,0,0,57.575756,67.279464
37900,77800,0,1,0,0,0,1,1,0,0,54.895836,73.96397
39200,89000,0,1,0,0,0,1,0,0,1,61.192352,72.754705
56500,107500,1,0,0,0,0,1,0,0,0,57.14727,54.259735
63900,137300,0,1,0,1,0,0,0,0,0,56.304109,54.504699
44900,93600,0,1,0,0,0,1,0,0,0,57.876712,74.062014
84400,195100,0,1,0,1,0,0,0,0,0,53.783786,55.85084
40500,95100,1,0,0,0,0,1,0,0,0,61.381751,64.353776
78900,126000,1,0,0,0,1,0,0,0,0,29.301402,63.464087
40500,88100,1,0,0,0,0,1,0,0,0,51.575565,54.3338
37400,73400,1,0,0,0,0,1,0,0,0,62.313432,58.438325
38900,82200,1,0,0,0,0,1,0,0,0,63.036489,46.881202
41000,83300,0,1,0,0,0,1,1,0,0,97.811818,54.505438
58800,138500,0,1,0,0,1,0,1,0,0,53.139538,63.865715
34300,55900,1,0,0,0,0,1,0,0,0,48.82904,59.509158
28700,72300,0,0,0,0,0,0,0,1,0,67.625898,42.50845
44800,80300,0,1,0,0,0,1,0,0,0,49.77169,49.083677
54900,121100,0,1,0,0,1,0,0,0,1,53.070176,64.240348
37300,95900,0,1,0,0,0,1,1,0,0,64.966553,72.969699
29000,74100,1,0,0,0,0,1,0,0,0,56.751388,50.411117
37400,86900,0,1,0,0,0,1,0,1,0,60.198021,67.481667
41800,106300,0,1,0,0,0,1,0,0,0,70.53892,53.46781
30800,73100,0,1,0,0,0,1,0,1,0,58.246654,78.883553
39300,77200,0,1,0,0,0,1,0,1,0,57.478005,67.73985
30500,34300,1,0,0,0,0,1,0,0,0,53.739274,18.649273
36900,90000,0,0,0,0,0,0,0,0,1,67.826086,64.292312
41300,96400,1,0,0,0,0,1,0,1,0,59.756398,68.957132
38900,71800,0,1,0,0,0,1,0,1,0,66.802442,65.682054
28800,77300,1,0,0,0,0,1,0,0,1,56.756759,55.47474
31200,93200,0,1,0,0,0,1,1,0,0,44.753748,44.745073
37200,95400,0,1,0,0,0,1,0,0,0,47.780126,58.15593
33800,80000,0,1,0,0,0,1,0,1,0,46.901172,76.091379
47300,126400,0,1,0,0,1,0,0,1,0,56.591642,52.433735
36800,109900,0,1,0,0,0,1,0,0,0,52.263373,45.325154
28300,56700,1,0,0,0,0,1,0,0,0,56.32745,49.606222
53100,114000,0,1,0,0,1,0,0,1,0,56.466705,71.230143
52700,94700,0,1,0,0,0,1,1,0,0,77.758008,61.892176
33200,42400,0,1,0,0,0,0,0,0,0,29.953918,41.745961
60300,164600,0,1,0,1,0,0,1,0,0,52.515244,59.373504
47600,94300,0,1,0,0,0,1,0,1,0,64.071858,59.065008
59900,141200,0,1,0,0,0,1,0,0,0,0.79787234,64.348096
31200,119300,0,1,0,0,1,0,1,0,0,57.464457,38.644826
45900,79500,0,1,0,0,0,1,0,0,0,62.933528,30.182973
30600,71800,0,1,0,0,0,1,0,1,0,64.549178,74.982899
46300,107800,0,1,0,0,0,1,0,1,0,54.929578,71.513873
41400,98200,0,1,0,0,0,1,0,0,0,56.70886,80.366153
41600,91700,0,1,0,0,0,1,0,0,0,52.791625,76.722729
30200,89100,0,0,0,0,0,0,0,1,0,90.158731,48.321429
29700,45200,1,0,0,0,0,1,0,1,0,64.928907,24.533063
45900,94400,0,1,0,0,0,1,1,0,0,56.262833,58.056754
81500,174000,0,1,1,0,0,0,1,0,0,46.851698,53.324383
82400,139800,0,1,0,1,0,0,0,0,1,32.11382,54.920626
45000,82700,0,1,0,0,0,1,0,1,0,50.221568,72.057533
57200,174200,0,1,0,1,0,0,1,0,0,54.492414,55.709392
41100,68600,0,1,0,0,0,1,0,0,1,44.60094,51.349145
43000,80000,0,1,0,0,0,1,0,1,0,48.579162,64.127046
36200,63900,1,0,0,0,0,1,0,0,0,52.547979,61.445707
40900,107500,0,1,0,0,1,0,0,0,0,58.16555,58.341682
33500,65400,0,0,0,0,0,0,0,1,0,41.266796,44.848731
34700,63700,0,0,0,0,0,0,0,1,0,76.489025,52.038407
40800,86100,0,1,0,0,0,1,0,0,0,59.672761,57.912076
40200,66300,0,1,0,0,0,1,1,0,0,58.356941,55.927777
43300,78900,0,1,0,0,0,1,0,1,0,52.812499,59.423757
52700,120400,0,1,0,0,0,1,1,0,0,59.139782,50.780642
26800,38300,0,1,0,0,0,0,0,0,0,73.099416,41.394433
55700,105300,0,1,0,0,0,1,1,0,0,54.631382,50.488228
36400,110700,0,1,0,0,0,1,0,0,0,99.420851,53.818524
46400,83200,0,1,0,0,0,1,1,0,0,75.956285,61.592591
45800,92600,0,1,0,0,0,1,0,0,0,88.976377,54.918218
46800,114100,0,1,0,0,0,1,0,1,0,59.245282,74.272096
35300,85300,0,1,0,0,0,1,1,0,0,63.298488,73.098034
43100,93400,0,1,0,0,0,1,0,0,0,68.548387,60.902065
36800,69200,0,1,0,0,0,1,0,0,0,45.885286,64.601624
49600,76900,0,1,0,0,0,1,0,0,0,67.221195,27.662203
35500,96000,1,0,0,0,0,1,0,0,1,57.9638,49.118873
38100,87200,0,1,0,0,0,1,0,0,0,63.471502,61.219114
29500,81400,0,1,0,0,0,1,0,1,0,58.357769,82.354099
34300,60900,0,1,0,0,0,1,1,0,0,59.078211,58.215493
29900,71500,1,0,0,0,0,1,0,0,1,53.435117,70.970541
41000,80900,0,1,0,0,0,1,0,1,0,53.85735,68.08551
33200,81500,0,0,0,0,0,0,0,1,0,48.900294,40.956789
72300,91600,0,1,0,0,1,0,0,1,0,26.839238,60.234845
49000,107600,1,0,0,0,0,1,0,1,0,59.974402,67.588174
58000,120900,0,1,0,0,1,0,0,1,0,58.006644,68.047065
43100,92700,0,1,0,0,0,1,1,0,0,92.670155,60.332799
26500,54000,1,0,0,0,0,1,0,0,0,55.912936,43.095279
40700,67800,0,1,0,0,0,1,0,1,0,37.627119,50.337768
37800,82600,1,0,0,0,0,1,0,1,0,53.822351,61.656225
38800,77100,1,0,0,0,0,1,1,0,0,55.43977,58.088279
40100,99400,1,0,0,0,0,1,0,1,0,57.10901,59.864211
24900,51600,0,0,0,0,0,0,0,1,0,61.894673,28.933975
56200,97400,0,1,0,0,0,1,1,0,0,47.277629,51.727587
51900,92900,1,0,0,0,0,1,0,1,0,46.161339,70.147175
52500,117800,0,1,0,0,0,1,1,0,0,55.750489,57.237363
35600,52600,0,0,0,0,0,0,0,1,0,14.208721,41.760245
31700,37100,1,0,0,0,0,1,0,0,0,60.664022,20.84779
34300,69100,1,0,0,0,0,1,0,0,0,55.45612,54.831809
43700,85000,0,1,0,0,0,1,0,0,0,46.718147,54.242557
55900,134300,1,0,0,0,0,1,0,0,0,59.782374,66.406965
43100,75200,0,1,0,0,0,1,0,1,0,57.004833,67.858803
35300,86800,0,1,0,0,0,1,0,0,0,53.944564,81.902176
54500,101500,0,1,0,0,0,1,0,1,0,54.90368,65.741366
75000,142300,0,1,0,1,0,0,0,0,0,41.768512,56.499428
35200,75100,0,1,0,0,0,1,1,0,0,46.17593,41.242045
29400,82000,0,1,0,0,0,0,0,0,0,50.812066,78.989154
35900,83000,0,1,0,0,0,1,0,1,0,54.219407,71.100515
49500,92100,0,1,0,0,0,1,1,0,0,57.289296,68.300217
53700,139700,0,1,0,0,1,0,0,1,0,55.941117,58.756334
25300,98500,0,1,0,0,0,0,0,1,0,57.398373,40.753841
45600,92100,1,0,0,0,0,1,0,1,0,48.891681,69.983423
46900,79200,1,0,0,0,0,1,1,0,0,61.672586,50.013345
41500,97700,1,0,0,0,0,1,1,0,0,59.23022,58.371478
24800,40500,0,1,0,0,0,0,0,0,0,61.164331,35.896763
36600,99900,1,0,0,0,0,1,0,0,0,59.569985,61.514676
36800,78400,1,0,0,0,0,1,0,1,0,59.103358,56.936604
33400,77900,0,1,0,0,0,1,0,0,0,53.304595,75.846958
28200,54000,1,0,0,0,0,1,0,0,0,54.618877,33.855453
38800,82500,0,1,0,0,0,1,0,0,0,49.659863,65.304631
48000,168400,0,1,0,1,0,0,0,1,0,55.638474,52.355683
85400,100100,0,1,0,0,1,0,0,1,0,17.861886,69.364899
42100,67700,0,1,0,0,0,1,1,0,0,69.565219,63.045371
29900,60200,0,1,0,0,0,1,1,0,0,51.60839,47.914267
37100,76000,0,1,0,0,0,1,0,0,0,63.287669,70.002967
52400,89900,0,1,0,0,0,1,1,0,0,50.994575,64.980233
44700,99900,0,1,0,0,1,0,0,1,0,54.444444,57.451469
43100,94100,1,0,0,0,0,1,1,0,0,60.052156,61.679596
39800,78700,0,1,0,0,0,1,1,0,0,61.285269,57.308966
58700,101500,0,1,0,0,0,1,1,0,0,51.978767,60.929614
43200,81300,0,1,0,0,0,1,0,0,1,57.398373,56.604177
75300,156700,0,1,0,1,0,0,1,0,0,50.614756,64.583045
39400,100800,0,1,0,0,0,1,0,0,0,61.904764,65.587074
31200,76700,0,1,0,0,0,1,0,1,0,75.984251,52.591568
51400,116000,0,1,0,0,0,1,0,1,0,58.595192,57.693034
28100,59100,1,0,0,0,0,1,0,0,0,58.945119,49.919537
35700,75500,1,0,0,0,0,1,0,1,0,48.306841,60.599256
32800,84100,1,0,0,0,0,1,0,0,1,41.926345,44.216874
39200,75400,0,1,0,0,0,1,0,1,0,48.863637,56.202328
39400,77200,1,0,0,0,0,1,0,0,0,52.13387,55.771351
29500,72000,0,1,0,0,0,0,1,0,0,58.088237,82.795435
36100,83300,1,0,0,0,0,1,0,0,0,61.850154,60.396624
21700,179000,0,1,0,0,0,0,1,0,0,33.333334,26.200655
25300,38800,1,0,0,0,0,1,0,0,0,51.42349,21.023108
45300,74300,0,1,0,0,0,1,1,0,0,73.645318,47.036147
54600,95100,0,1,0,0,0,1,0,1,0,26.696834,58.825362
44500,111600,0,1,0,0,1,0,0,1,0,54.000002,58.409798
29700,67200,0,0,0,0,0,0,0,0,1,33.002129,39.659822
49400,89100,0,1,0,0,0,1,1,0,0,60.908192,60.158962
49000,92700,0,1,0,0,0,1,1,0,0,56.51359,71.686924
32400,78600,0,1,0,0,0,1,0,0,0,57.409823,71.565288
33100,83200,0,1,0,0,0,1,0,0,0,53.380781,57.779813
81200,138300,0,1,0,1,0,0,1,0,0,42.070484,62.970114
39400,91600,0,1,0,0,0,1,0,0,0,59.512937,65.434253
29500,96100,0,1,0,0,0,1,1,0,0,75.431609,44.186538
49300,85700,0,1,0,0,0,1,0,0,0,27.629912,72.522378
41600,119100,0,1,0,0,0,1,0,0,1,60.341728,47.775823
49300,93700,0,1,0,0,0,1,0,1,0,48.191759,56.415528
31800,66000,1,0,0,0,0,1,0,0,1,54.221386,62.077421
38000,80700,0,0,0,0,0,0,1,0,0,95.754719,47.049659
36800,73900,0,1,0,0,0,1,0,0,0,48.374999,52.594805
27700,73800,0,1,0,0,0,0,0,1,0,51.968503,78.667134
27600,81800,0,1,0,0,0,0,0,1,0,48.809522,45.176059
29100,75000,0,0,0,0,0,0,1,0,0,79.472142,36.055207
40600,69000,0,1,0,0,0,1,0,0,0,68.018019,73.43365
31300,57000,1,0,0,0,0,1,0,1,0,54.064274,43.271655
37400,47500,1,0,0,0,0,1,1,0,0,59.080458,20.173524
38500,91100,0,1,0,0,0,1,0,1,0,55.729729,63.167048
27500,49100,0,1,0,0,0,1,0,0,0,57.56824,55.525482
50100,105500,0,1,0,0,0,1,0,0,1,59.560722,66.808361
40300,106400,0,1,0,0,0,1,0,0,0,55.870163,71.781135
39600,76600,1,0,0,0,0,1,1,0,0,56.940061,63.95418
39900,59000,0,1,0,0,0,1,1,0,0,65.096402,39.831343
41800,105700,1,0,0,0,0,1,0,0,0,65.858841,66.737461
46300,94100,0,1,0,0,0,1,0,1,0,52.998066,69.963342
40500,84500,0,1,0,0,0,1,0,0,0,56.456953,66.209108
35600,66500,1,0,0,0,0,1,0,0,0,60.227275,50.042087
44000,94300,1,0,0,0,0,1,0,0,0,55.999571,59.937447
42200,81500,1,0,0,0,0,1,0,0,0,47.362813,63.0391
56200,131800,0,1,0,0,0,1,0,0,1,58.5958,50.929028
53500,98600,0,1,0,0,1,0,0,1,0,65.909094,54.464799
69800,151200,0,1,0,0,1,0,0,0,0,57.102501,64.23263
42800,113800,0,1,0,0,1,0,0,0,0,63.269323,48.883638
37900,71900,0,1,0,0,0,1,0,0,0,53.829324,74.171823
46300,101300,0,1,0,0,0,1,0,1,0,59.835583,70.731086
47100,83600,0,1,0,0,0,1,1,0,0,54.136127,63.568717
28300,149800,0,1,0,0,0,1,0,0,0,49.582636,39.734733
47000,115500,0,1,0,1,0,0,0,1,0,61.196738,52.667254
38600,75500,0,1,0,0,0,1,0,1,0,49.209931,58.458394
30400,74800,1,0,0,0,0,1,0,1,0,51.564175,49.18898
41400,100700,0,1,0,0,0,1,0,1,0,75.362319,65.781718
75900,85300,1,0,0,0,0,1,1,0,0,18.306637,65.256411
37500,79000,0,1,0,0,0,1,0,1,0,61.105722,74.268663
39900,81400,0,1,0,0,0,1,0,1,0,55.526316,67.333835
48900,95400,0,1,0,0,0,1,1,0,0,68.545657,46.64441
38400,70300,1,0,0,0,0,1,1,0,0,59.826589,60.28654
24200,68000,0,1,0,0,0,0,0,1,0,53.457445,81.171733
38900,80900,0,1,0,0,0,1,0,1,0,71.381032,63.236618
46800,85300,0,1,0,0,0,1,0,1,0,47.530866,65.604329
59500,119300,0,1,0,0,0,1,1,0,0,56.272399,59.980613
60100,124800,0,1,0,0,1,0,0,1,0,56.335974,67.371345
34300,72900,0,1,0,0,0,1,0,0,0,49.070099,60.237968
35400,76400,1,0,0,0,0,1,0,0,0,53.589088,57.341492
38700,81100,0,1,0,0,0,1,0,0,0,99.710143,50.08744
31300,117100,0,1,0,0,0,0,0,0,0,59.152216,45.220393
31300,104900,0,1,0,0,0,0,0,0,1,50.90909,38.332346
35800,91100,0,1,0,0,0,1,1,0,0,73.212671,38.395315
47000,91800,0,1,0,0,0,1,0,0,0,74.557823,53.409296
37700,84900,0,1,0,0,0,1,0,0,0,54.992199,66.435897
44600,92900,0,1,0,0,0,1,0,1,0,76.302081,70.417225
40500,80600,0,1,0,0,0,1,1,0,0,73.1677,59.956527
32700,98300,1,0,0,0,0,1,1,0,0,62.433153,39.92655
36900,81400,1,0,0,0,0,1,1,0,0,60.761344,51.782608
98500,141000,0,1,1,0,0,0,1,0,0,42.81022,55.613101
84800,105300,1,0,0,0,0,1,1,0,0,12.95972,60.545921
30700,87700,0,1,0,0,0,1,0,0,1,56.162244,77.954805
40000,68300,1,0,0,0,0,1,0,1,0,50.432277,63.806057
52100,108100,0,1,0,0,0,1,0,0,0,55.265611,63.902742
43500,79900,0,1,0,0,0,1,0,1,0,59.718668,71.22885
39900,78000,0,1,0,0,0,1,0,0,0,51.708764,67.09826
27400,95300,0,0,0,0,0,0,0,1,0,15.918367,46.367347
36300,75800,1,0,0,0,0,1,0,0,0,54.883718,56.691867
65500,94100,0,1,0,0,0,1,1,0,0,38.862306,55.137599
37200,70000,0,1,0,0,0,1,0,1,0,39.473686,51.457763
112700,83300,0,1,0,0,0,0,1,0,0,70.605189,65.790105
35700,72100,0,1,0,0,0,1,1,0,0,67.467248,53.300458
46400,90000,0,1,0,0,0,1,0,0,0,60.275543,60.117006
31100,50700,0,1,0,0,0,1,1,0,0,65.295774,34.477732
40900,87400,0,1,0,0,0,1,1,0,0,61.545581,58.972812
35500,107700,0,1,0,0,0,1,0,0,0,99.63603,71.022981
56700,109700,0,1,0,0,0,1,1,0,0,52.653342,62.110037
44100,97100,0,1,0,0,0,1,1,0,0,62.425148,76.547801
39300,68600,0,1,0,0,0,1,0,0,0,34.829593,53.155059
36500,87500,1,0,0,0,0,1,0,0,1,54.249519,51.013672
31300,37000,1,0,0,0,0,1,0,0,0,54.674441,32.839862
22900,46300,0,0,0,0,0,0,0,0,0,58.106995,31.845498
50400,118800,1,0,0,0,0,1,0,1,0,54.776019,65.573132
52600,120400,1,0,0,0,0,1,0,1,0,54.694319,62.562639
65900,98700,1,0,0,0,0,1,0,1,0,26.668745,66.637415
33800,82900,0,1,0,0,0,1,0,1,0,51.862067,71.916711
31600,62700,1,0,0,0,0,1,0,0,0,44.497895,47.811472
37100,89100,1,0,0,0,0,1,0,0,0,54.033566,59.366995
61800,219600,0,1,0,1,0,0,1,0,0,52.345955,60.015309
35900,58600,1,0,0,0,0,1,0,0,0,52.60191,53.919953
51500,73300,0,1,0,0,0,1,0,1,0,56.632656,74.961144
38000,70800,1,0,0,0,0,1,0,0,0,54.101008,61.209607
45400,93500,1,0,0,0,0,1,1,0,0,58.246797,63.759583
36700,85900,0,1,0,0,0,1,0,0,0,59.514171,77.361256
46500,96500,0,1,0,0,0,1,0,1,0,56.02625,64.298534
40200,79100,0,1,0,0,0,1,0,0,1,99.130434,47.200856
44600,110600,0,1,0,0,0,1,0,0,0,54.251009,63.539433
32200,89200,0,1,0,0,0,0,0,1,0,51.156813,48.988917
72700,91700,0,1,0,0,1,0,0,1,0,15.533088,64.008731
28000,92900,0,1,0,0,0,0,0,1,0,42.819148,42.526275
29900,73800,0,0,0,0,0,0,0,1,0,60.022026,43.632939
36900,77500,1,0,0,0,0,1,0,1,0,51.313466,58.507675
38000,64400,1,0,0,0,0,1,0,1,0,56.368071,65.897888
50200,85000,0,1,0,0,0,1,1,0,0,70.505619,65.359992
43000,93400,0,1,0,0,0,1,0,0,0,55.600983,76.006317
44100,90700,1,0,0,0,0,1,0,0,0,48.311326,64.538753
31900,68500,1,0,0,0,0,1,0,0,0,83.655912,62.81969
24900,28800,1,0,0,0,0,1,0,0,0,57.484078,19.37815
34600,85100,0,1,0,0,0,1,0,1,0,60.877192,69.145566
19400,42200,0,0,0,0,0,0,0,1,0,88.224953,32.572383
33200,63800,1,0,0,0,0,1,0,1,0,55.825245,65.075397
39800,87900,1,0,0,0,0,1,0,1,0,55.649376,68.457133
38100,63500,0,1,0,0,0,1,0,1,0,43.737167,57.555741
35100,68300,1,0,0,0,0,1,0,1,0,56.177926,60.997272
28500,98200,0,1,0,0,0,1,1,0,0,46.774194,38.548803
41500,88100,0,1,0,0,0,1,0,1,0,54.510307,68.62331
51900,110000,0,1,0,0,0,1,1,0,0,55.414015,56.945187
20400,28200,0,0,0,0,0,0,1,0,0,65.457809,14.089283
31500,66000,1,0,0,0,0,1,0,0,1,61.638319,57.57243
33600,56100,1,0,0,0,0,1,0,0,1,45.624104,61.411512
40400,84500,1,0,0,0,0,1,0,0,1,45.68907,62.624168
46700,68300,1,0,0,0,0,1,0,0,1,38.674581,62.296385
50000,86600,1,0,0,0,0,1,1,0,0,61.524165,52.040797
27400,78900,0,1,0,0,0,0,0,1,0,46.110591,79.610622
56200,97100,0,1,0,0,0,1,1,0,0,61.180127,65.276974
33000,65700,1,0,0,0,0,1,0,0,0,55.071062,63.076788
49800,81800,0,1,0,0,0,1,0,0,0,1.0027347,28.754547
39400,67100,0,1,0,0,0,1,0,1,0,63.405091,67.008138
40900,57700,0,1,0,0,0,1,1,0,0,71.232879,63.473904
48900,108700,0,1,0,0,1,0,1,0,0,99.670511,48.539832
30000,64900,0,1,0,0,0,1,1,0,0,58.463544,38.508904
35000,67100,0,1,0,0,0,1,0,1,0,75.547445,69.883466
34300,80800,0,1,0,0,0,1,0,1,0,98.4375,52.027094
43600,76500,0,1,0,0,0,1,0,1,0,71.803278,71.83367
47100,91700,0,1,0,0,0,1,1,0,0,70.53892,55.958039
52500,111700,0,1,0,0,0,1,0,0,0,53.067994,62.282288
44900,48500,0,1,0,0,0,1,0,0,1,98.8006,46.282801
34800,77200,0,1,0,0,0,1,0,1,0,57.751936,75.805026
60100,150300,0,1,0,0,1,0,1,0,0,57.692307,65.518183
24700,80500,0,1,0,0,0,0,0,0,1,55.000001,77.633077
36100,79800,1,0,0,0,0,1,0,0,0,56.134969,65.127045
15500,77400,0,0,0,0,0,0,0,0,1,18.768328,28.815848
41800,83100,0,1,0,0,0,1,0,1,0,50.131696,68.614471
15500,39100,0,0,0,0,0,0,0,0,0,86.813188,40.255103
45400,100500,0,1,0,0,0,1,1,0,0,74.024737,67.467672
49000,88200,0,1,0,0,0,1,0,1,0,54.989815,74.488354
40800,85200,0,1,0,0,0,1,1,0,0,56.799036,51.617986
36600,94400,0,1,0,0,0,1,1,0,0,48.811701,54.126394
33100,91600,0,0,0,0,0,0,1,0,0,32.022473,44.614711
33100,73500,0,0,0,0,0,0,1,0,0,22.100122,35.712895
39200,71400,0,1,0,0,0,0,1,0,0,15.509762,42.509678
41200,51600,1,0,0,0,0,1,1,0,0,55.976182,39.167926
71600,84000,1,0,0,0,0,1,1,0,0,19.858542,54.578364
33600,48500,1,0,0,0,0,1,0,0,1,51.759529,42.403561
55000,91800,1,0,0,0,1,0,0,0,1,24.398625,55.509168
33500,59300,1,0,0,0,0,1,0,0,1,53.544509,50.467598
32800,95800,0,1,0,0,0,0,1,0,0,64.910251,37.495244
37000,33500,1,0,0,0,0,1,1,0,0,44.50168,28.38347
49900,78500,0,1,0,0,0,1,1,0,0,37.4477,44.189641
58100,130500,0,1,0,1,0,0,1,0,0,59.816337,46.595636
37100,80400,0,1,0,0,0,1,0,0,0,44.494382,58.970016
45700,91400,0,1,0,0,0,1,0,1,0,61.538464,71.841276
46500,92300,0,1,0,0,0,1,1,0,0,58.451176,58.892775
38900,69800,1,0,0,0,0,1,0,0,0,59.549314,58.080882
56800,95300,0,1,0,0,0,1,1,0,0,37.612614,54.068261
34400,48000,1,0,0,0,0,1,0,0,0,60.959834,24.161606
34300,52600,1,0,0,0,0,1,0,0,0,51.628309,28.377649
32300,45600,1,0,0,0,0,1,0,0,0,58.376694,25.741327
52300,111400,1,0,0,0,0,1,0,0,0,41.859102,64.276087
34100,63100,0,1,0,0,0,1,0,0,0,58.504671,42.994827
48800,103700,0,1,0,0,0,1,0,1,0,59.042329,64.805901
28700,74000,0,1,0,0,0,1,0,1,0,58.531743,77.255654
50600,81900,1,0,0,0,0,1,0,1,0,43.7751,70.940554
32200,77100,0,1,0,0,0,0,0,0,0,54.160124,78.031665
40200,87200,0,1,0,0,0,1,0,1,0,57.589287,61.235207
28800,71200,1,0,0,0,0,1,0,0,1,48.708206,42.457801
34900,53300,1,0,0,0,0,1,0,1,0,61.777776,43.853366
33800,62100,1,0,0,0,0,1,0,0,0,55.165768,59.865856
61800,108300,0,1,0,0,1,0,1,0,0,49.538699,54.061365
48000,97700,1,0,0,0,0,1,0,1,0,53.998244,56.833208
36900,86400,1,0,0,0,0,1,0,0,0,57.645231,60.433835
35800,81000,1,0,0,0,0,1,0,1,0,52.195764,59.505987
31000,74600,0,1,0,0,0,1,0,1,0,53.796095,49.803078
29000,62200,1,0,0,0,0,1,0,0,0,52.875698,52.419978
41500,80900,1,0,0,0,0,1,0,1,0,57.694775,70.645201
34300,83800,0,1,0,0,0,1,0,0,1,55.822784,75.305003
38000,80400,0,1,0,0,0,1,0,0,1,67.398119,79.731214
38900,75300,0,1,0,0,0,1,0,1,0,62.369341,77.741343
26800,69400,1,0,0,0,0,1,0,1,0,50.260937,52.13725
35500,61400,1,0,0,0,0,1,0,0,0,49.759614,68.752855
32900,57700,1,0,0,0,0,1,0,0,0,60.027206,49.850595
72600,168500,0,1,0,1,0,0,0,1,0,53.292179,58.287686
45400,86000,0,1,0,0,0,1,0,1,0,41.703814,52.439684
54600,88200,0,1,0,0,0,1,1,0,0,24.420677,61.181688
45900,81100,0,1,0,0,0,1,0,0,0,98.280096,54.554474
43500,64000,0,1,0,0,0,1,0,0,0,69.615835,49.463427
31000,58400,0,1,0,0,0,1,1,0,0,59.517765,58.78588
27500,60300,0,1,0,0,0,1,0,1,0,50.814331,60.98212
43600,110600,1,0,0,0,0,1,0,1,0,62.697619,59.858543
38900,127100,0,1,0,1,0,0,0,1,0,57.048684,44.158658
49000,122400,0,1,0,1,0,0,0,0,1,58.859646,46.162519
42700,98600,0,1,0,0,0,1,0,0,0,60.4119,56.351686
37100,73700,0,1,0,0,0,1,0,1,0,70.726913,59.600896
63200,91300,0,1,0,0,0,1,0,1,0,49.284577,74.013734
42000,90900,1,0,0,0,0,1,0,1,0,55.466825,61.998034
46500,103000,0,1,0,0,0,1,0,1,0,51.92802,61.806375
39500,91700,0,1,0,0,0,1,0,0,0,60.557187,79.776967
36100,88100,0,1,0,0,0,1,0,0,0,50.622773,77.539432
39600,101700,0,1,0,0,0,1,0,0,0,66.200465,62.550265
33600,56900,1,0,0,0,0,1,0,0,0,48.451731,64.524555
45800,90000,1,0,0,0,0,1,0,0,0,51.569456,69.331813
30900,64600,1,0,0,0,0,1,0,0,0,49.16237,51.650965
33100,53900,1,0,0,0,0,1,0,0,0,29.280096,56.25686
44300,82400,1,0,0,0,0,1,0,0,0,58.188081,53.908259
34700,66600,0,1,0,0,0,1,0,1,0,42.619047,50.291985
35800,81400,0,1,0,0,0,1,0,1,0,55.41299,72.255009
30800,75700,1,0,0,0,0,1,0,0,1,52.808988,52.826023
32700,76600,0,1,0,0,0,1,0,0,0,59.393609,65.634054
51900,76400,1,0,0,0,0,1,0,0,1,41.577825,62.646729
50000,100600,1,0,0,0,0,1,0,0,1,47.778365,63.577116
47600,80500,0,1,0,0,0,0,0,0,1,71.774191,33.68251
34600,64200,0,1,0,0,0,0,0,0,1,44.791666,55.295604
42300,88100,0,1,0,0,0,1,0,1,0,61.349261,66.84373
40000,88300,0,1,0,0,0,1,0,0,0,55.462188,75.106061
36600,88400,0,1,0,0,0,1,0,0,0,74.74227,57.924396
37200,86500,0,1,0,0,0,0,0,0,0,85.842699,60.88649
38800,46000,0,1,0,0,0,1,0,0,0,76.923078,47.064355
25800,61400,0,1,0,0,0,0,0,1,0,51.071429,72.365808
60700,68600,0,1,0,0,0,1,1,0,0,59.507388,50.160986
47900,100900,0,1,0,0,0,1,0,0,1,62.100184,64.731389
50700,96400,0,1,0,0,0,1,0,0,1,53.648067,62.284768
47500,92700,0,1,0,0,0,1,0,0,1,62.083334,61.115921
34100,36800,0,1,0,0,0,1,0,0,0,70.738637,24.559337
36000,92200,0,1,0,0,0,1,0,0,0,65.927976,71.113503
29100,61900,1,0,0,0,0,1,0,0,0,53.040946,37.912983
43600,65300,0,1,0,0,0,1,0,1,0,34.929404,58.511174
34000,76300,0,1,0,0,0,0,1,0,0,29.100528,49.730739
23600,64900,1,0,0,0,0,1,0,0,1,50,45.821464
40800,73400,1,0,0,0,0,1,1,0,0,26.344728,59.854478
50900,95400,1,0,0,0,0,1,1,0,0,46.70752,59.939134
26500,58200,1,0,0,0,0,1,0,0,0,54.960889,46.888578
55800,124100,0,1,0,0,1,0,0,0,1,59.42623,58.536851
36000,64600,1,0,0,0,0,1,0,1,0,48.232847,63.694978
40200,83600,0,1,0,0,0,1,0,0,0,52.123553,66.4105
